name,id,nametype,type,class,group,mass (g),fall,year,reclat,reclong,GeoLocation
Farmville,10075,Valid,Stony,Ordinary,H4,56000,Fell,1934-01-01,35.55,-77.53333,"(35.550000, -77.533330)"
Laketon,12448,Valid,Stony,Ordinary,L6,3600,Found,1937-01-01,35.56667,-100.66667,"(35.566670, -100.666670)"
Mihonoseki,16635,Valid,Stony,Ordinary,L6,6380,Fell,1992-01-01,35.56833,133.22,"(35.568330, 133.220000)"
Dahmani,5504,Valid,Stony,Ordinary,LL6,18000,Fell,1981-01-01,35.61667,8.83333,"(35.616670, 8.833330)"
Devil Peak,6695,Valid,Stony,Ordinary,L6,34.7,Found,1999-01-01,35.65917,-115.37283,"(35.659170, -115.372830)"
Beer Bottle Pass,4996,Valid,Stony,Ordinary,L5,8.9,Found,1999-01-01,35.66117,-115.33333,"(35.661170, -115.333330)"
Miami,16630,Valid,Stony,Ordinary,H5,57700,Found,1930-01-01,35.66667,-100.6,"(35.666670, -100.600000)"
Nan Yang Pao,16903,Valid,Stony,Ordinary,L6,52900,Fell,1917-01-01,35.66667,103.5,"(35.666670, 103.500000)"
Hotse,11913,Valid,Stony,Ordinary,L6,180,Fell,1956-01-01,35.66667,115.5,"(35.666670, 115.500000)"
Sakauchi,23103,Valid,Iron,Achondrites,Iron,4180,Fell,1913-01-01,35.66667,136.3,"(35.666670, 136.300000)"
Happy (a),11818,Valid,Stony,Ordinary,H3,2860,Found,1971-01-01,35.68,-101.99333,"(35.680000, -101.993330)"
Channing,5324,Valid,Stony,Ordinary,H5,15300,Found,1936-01-01,35.71667,-102.28333,"(35.716670, -102.283330)"
Komagome,12343,Valid,Iron,Achondrites,Iron,238,Fell,1926-01-01,35.73333,139.75,"(35.733330, 139.750000)"
Maryville,15436,Valid,Stony,Ordinary,L6,1443,Fell,1983-01-01,35.8,-84.1,"(35.800000, -84.100000)"
Kingfisher,12317,Valid,Stony,Ordinary,L5,8180,Found,1950-01-01,35.83333,-97.93333,"(35.833330, -97.933330)"
Hualapai Wash 020,11918,Valid,Stony,Ordinary,H5,60.9,Found,2003-01-01,35.83833,-114.16617,"(35.838330, -114.166170)"
Cashion,5287,Valid,Stony,Ordinary,H4,5896.8,Found,1936-01-01,35.84778,-97.70333,"(35.847780, -97.703330)"
Hualapai Wash,11917,Valid,Stony,Ordinary,L6,240,Found,2000-01-01,35.86333,-114.19333,"(35.863330, -114.193330)"
Sayama,23192,Valid,Stony,Carbonaceous,CM2,430,Fell,1986-01-01,35.86667,139.4,"(35.866670, 139.400000)"
Bluebird,30445,Valid,Stony,Ordinary,L6,3650,Found,2002-01-01,35.8675,-114.19167,"(35.867500, -114.191670)"
Golden Rule,10942,Valid,Stony,Ordinary,L5,797.6,Found,1999-01-01,35.87333,-114.2,"(35.873330, -114.200000)"
Gold Basin,10940,Valid,Stony,Ordinary,L4,61000,Found,1995-01-01,35.875,-114.23333,"(35.875000, -114.233330)"
Leedey,12755,Valid,Stony,Ordinary,L6,51500,Fell,1943-01-01,35.88333,-99.33333,"(35.883330, -99.333330)"
Hualapai Wash 021,11919,Valid,Stony,Ordinary,H4,20.5,Found,1997-01-01,35.8895,-114.192,"(35.889500, -114.192000)"
Golden Mile,10941,Valid,Stony,Ordinary,H4,378.8,Found,2000-01-01,35.89,-114.16667,"(35.890000, -114.166670)"
Dumas (a),7741,Valid,Stony,Ordinary,H5,46050,Found,1956-01-01,35.9,-101.9,"(35.900000, -101.900000)"
King Tut,12315,Valid,Stony,Ordinary,L5,19.51,Found,1997-01-01,35.92333,-114.10167,"(35.923330, -114.101670)"
Dumas (b),7742,Valid,Stony,Ordinary,H6,2284,Found,1980-01-01,35.925,-101.895,"(35.925000, -101.895000)"
Hartley,11847,Valid,Stony,Ordinary,L,2100,Found,1967-01-01,35.94167,-102.16,"(35.941670, -102.160000)"
Lismore,14660,Valid,Iron,Achondrites,"Iron, IIIAB?",10000,Found,1959-01-01,-35.95,143.33333,"(-35.950000, 143.333330)"
Harriman (Of),11840,Valid,Iron,Achondrites,"Iron, IVA",30000,Found,1947-01-01,35.95,-84.56667,"(35.950000, -84.566670)"
Harriman (Om),11841,Valid,Iron,Achondrites,"Iron, IIIAB",13000,Found,1938-01-01,35.95,-84.56667,"(35.950000, -84.566670)"
Crescent,5470,Valid,Stony,Carbonaceous,CM2,78.4,Fell,1936-01-01,35.95,-97.58333,"(35.950000, -97.583330)"
Bald Mountain,4925,Valid,Stony,Ordinary,L4,3700,Fell,1929-01-01,35.96667,-82.48333,"(35.966670, -82.483330)"
Cushing,5499,Valid,Stony,Ordinary,H4,567,Found,1932-01-01,35.96667,-96.76667,"(35.966670, -96.766670)"
Etter,10062,Valid,Stony,Ordinary,L5,450000,Found,1965-01-01,35.98333,-101.9,"(35.983330, -101.900000)"
Chico Hills,5347,Valid,Stony,Ordinary,H4,8030,Found,1951-01-01,36,-104.5,"(36.000000, -104.500000)"
Corowa,5446,Valid,Iron,Achondrites,"Iron, IIF",11340,Found,1964-01-01,-36,146.36667,"(-36.000000, 146.366670)"
Chicago Valley,44706,Valid,Stony,Ordinary,L5,26,Found,2004-01-01,36.00217,-116.19633,"(36.002170, -116.196330)"
Lost City,14711,Valid,Stony,Ordinary,H5,17000,Fell,1970-01-01,36.00833,-95.15,"(36.008330, -95.150000)"
Kamiomi,12240,Valid,Stony,Ordinary,H5,448,Fell,1913-01-01,36.04167,139.95667,"(36.041670, 139.956670)"
Dalhart,5508,Valid,Stony,Ordinary,H5,4400,Found,1968-01-01,36.04333,-102.40833,"(36.043330, -102.408330)"
Fayetteville,10079,Valid,Stony,Ordinary,H4,2360,Fell,1934-01-01,36.05,-94.16667,"(36.050000, -94.166670)"
Tsukuba,24059,Valid,Stony,Ordinary,H5-6,800,Fell,1996-01-01,36.06333,140.145,"(36.063330, 140.145000)"
Paragould,18101,Valid,Stony,Ordinary,LL5,408000,Fell,1930-01-01,36.06667,-90.5,"(36.066670, -90.500000)"
Clinton,5381,Valid,Iron,Achondrites,Iron,7700,Found,1950-01-01,36.08333,-84.2,"(36.083330, -84.200000)"
Calico Rock,5198,Valid,Iron,Achondrites,"Iron, IIAB",7275,Found,1938-01-01,36.08333,-92.15,"(36.083330, -92.150000)"
Cookeville,5431,Valid,Iron,Primitive Achondrites,"Iron, IAB-ung",2300,Found,1913-01-01,36.16667,-85.51667,"(36.166670, -85.516670)"
Okabe,17998,Valid,Stony,Ordinary,H5,194,Fell,1958-01-01,36.18333,139.21667,"(36.183330, 139.216670)"
Chamberlin,5317,Valid,Stony,Ordinary,H5,2400,Found,1941-01-01,36.2,-102.45,"(36.200000, -102.450000)"
Pasamonte,18110,Valid,Stony,Achondrites,Eucrite-pmict,5100,Fell,1933-01-01,36.21667,-103.4,"(36.216670, -103.400000)"
Beenham,4995,Valid,Stony,Ordinary,L5,44400,Found,1937-01-01,36.21667,-103.65,"(36.216670, -103.650000)"
Norfork,16994,Valid,Iron,Achondrites,"Iron, IIIAB",1050,Fell,1918-01-01,36.21667,-92.26667,"(36.216670, -92.266670)"
Keystone Lake,57290,Valid,Stony,Ordinary,L5,787,Found,2003-01-01,36.28402,-96.43701,"(36.284020, -96.437010)"
Gladstone (stone),10921,Valid,Stony,Ordinary,H4,57300,Found,1936-01-01,36.3,-104,"(36.300000, -104.000000)"
Abbott,5,Valid,Stony,Ordinary,H3-6,21100,Found,1951-01-01,36.3,-104.28333,"(36.300000, -104.283330)"
Gruver,11428,Valid,Stony,Ordinary,H4,13100,Found,1934-01-01,36.33333,-101.4,"(36.333330, -101.400000)"
Farley,10073,Valid,Stony,Ordinary,H5,19400,Found,1936-01-01,36.33333,-104.05,"(36.333330, -104.050000)"
Aurora,4901,Valid,Stony,Ordinary,H4,1000,Found,1938-01-01,36.33333,-105.05,"(36.333330, -105.050000)"
Mayodan,15452,Valid,Iron,Achondrites,"Iron, IIAB",15400,Found,1920-01-01,36.38333,-79.86667,"(36.383330, -79.866670)"
Lahoma,12432,Valid,Stony,Ordinary,L5,21800,Found,1963-01-01,36.38333,-98.08333,"(36.383330, -98.083330)"
Cachari,5189,Valid,Stony,Achondrites,Eucrite-mmict,23500,Found,1916-01-01,-36.4,-59.5,"(-36.400000, -59.500000)"
Livingston (Tennessee),14669,Valid,Iron,Primitive Achondrites,"Iron, IAB-ung",235,Found,1937-01-01,36.41667,-85.25,"(36.416670, -85.250000)"
Cleo Springs,5378,Valid,Stony,Ordinary,H4,24000,Found,1960-01-01,36.43333,-98.43333,"(36.433330, -98.433330)"
Neagari,16934,Valid,Stony,Ordinary,L6,420,Fell,1995-01-01,36.44917,136.46528,"(36.449170, 136.465280)"
Success,23736,Valid,Stony,Ordinary,L6,3500,Fell,1924-01-01,36.48333,-90.66667,"(36.483330, -90.666670)"
Chico,5346,Valid,Stony,Ordinary,L6,104800,Found,1954-01-01,36.5,-104.2,"(36.500000, -104.200000)"
Dimboola,7643,Valid,Stony,Ordinary,H5,16000,Found,1944-01-01,-36.5,142.03333,"(-36.500000, 142.033330)"
Lanton,12463,Valid,Iron,Achondrites,"Iron, IIIAB",13780,Found,1932-01-01,36.53333,-91.8,"(36.533330, -91.800000)"
Kemer,53654,Valid,Stony,Ordinary,L4,5760,Fell,2008-01-01,36.54194,29.41822,"(36.541940, 29.418220)"
Felt,10083,Valid,Stony,Ordinary,H6,5400,Found,1970-01-01,36.55,-102.78333,"(36.550000, -102.783330)"
Hunter,11987,Valid,Stony,Ordinary,LL5,74600,Found,1962-01-01,36.56,-97.66667,"(36.560000, -97.666670)"
Bristol,5143,Valid,Iron,Achondrites,"Iron, IVA",20000,Found,1937-01-01,36.56667,-82.18333,"(36.566670, -82.183330)"
Hardesty,11825,Valid,Iron,Achondrites,"Iron, IIIAB",8580,Found,1986-01-01,36.57,-101.19,"(36.570000, -101.190000)"
Logan,14677,Valid,Stony,Ordinary,H5,1315,Found,1918-01-01,36.58333,-100.2,"(36.583330, -100.200000)"
Felt (b),10084,Valid,Stony,Ordinary,L3.5-5,5590,Found,1990-01-01,36.58333,-102.7,"(36.583330, -102.700000)"
Murray,16882,Valid,Stony,Carbonaceous,CM2,12600,Fell,1950-01-01,36.6,-88.1,"(36.600000, -88.100000)"
Murchison,16875,Valid,Stony,Carbonaceous,CM2,100000,Fell,1969-01-01,-36.61667,145.2,"(-36.616670, 145.200000)"
Keyes,12287,Valid,Stony,Ordinary,L6,142000,Found,1939-01-01,36.71667,-102.5,"(36.716670, -102.500000)"
Franklin,10178,Valid,Stony,Ordinary,H5,9062,Found,1921-01-01,36.71667,-86.56667,"(36.716670, -86.566670)"
Wuan,24340,Valid,Stony,Ordinary,H6,50000,Fell,1986-01-01,36.75,114.25,"(36.750000, 114.250000)"
Baxter,4977,Valid,Stony,Ordinary,L6,611,Fell,1916-01-01,36.75,-93.5,"(36.750000, -93.500000)"
Forksville,10123,Valid,Stony,Ordinary,L6,6067,Fell,1924-01-01,36.78333,-78.08333,"(36.783330, -78.083330)"
Beaver,4985,Valid,Stony,Ordinary,L5,25628,Found,1940-01-01,36.8,-100.53333,"(36.800000, -100.533330)"
Aztec,4913,Valid,Stony,Ordinary,L6,2830,Fell,1938-01-01,36.8,-108,"(36.800000, -108.000000)"
Bealiba,4981,Valid,Stony,Ordinary,L6,652,Found,1950-01-01,-36.8,143.55,"(-36.800000, 143.550000)"
Eva,10066,Valid,Stony,Ordinary,H5,6700,Found,1965-01-01,36.81667,-101.90833,"(36.816670, -101.908330)"
Jenkins,12080,Valid,Iron,Primitive Achondrites,"Iron, IAB-MG",55400,Found,1946-01-01,36.82444,-93.76111,"(36.824440, -93.761110)"
Cumberland Falls,5496,Valid,Stony,Achondrites,Aubrite,17000,Fell,1919-01-01,36.83333,-84.35,"(36.833330, -84.350000)"
Blackwell,5068,Valid,Stony,Ordinary,L5,2381,Fell,1906-01-01,36.83333,-97.33333,"(36.833330, -97.333330)"
Kijima (1906),12305,Valid,Stony,Unclassified,Stone-uncl,331,Fell,1906-01-01,36.85,138.38333,"(36.850000, 138.383330)"
Dungannon,7747,Valid,Iron,Primitive Achondrites,"Iron, IAB-MG",13000,Found,1922-01-01,36.85,-82.45,"(36.850000, -82.450000)"
Hinojo,11888,Valid,Stony,Ordinary,H,1155,Found,1928-01-01,-36.86667,-60.16667,"(-36.866670, -60.166670)"
Knowles,12334,Valid,Iron,Achondrites,"Iron, IIIAB",161000,Found,1903-01-01,36.9,-100.21667,"(36.900000, -100.216670)"
Djoumine,7657,Valid,Stony,Ordinary,H5-6,10000,Fell,1999-01-01,36.95,9.55,"(36.950000, 9.550000)"
Coyote Spring,44708,Valid,Stony,Ordinary,H5,240,Found,2005-01-01,36.99367,-114.99367,"(36.993670, -114.993670)"
El Rancho Grande,7816,Valid,Stony-Iron,Achondrites,Pallasite,40.7,Found,1954-01-01,37,-105,"(37.000000, -105.000000)"
Four Corners,10172,Valid,Iron,Primitive Achondrites,"Iron, IAB-ung",25000,Found,1924-01-01,37,-109.05,"(37.000000, -109.050000)"
Delegate,6641,Valid,Iron,Achondrites,"Iron, IIIAB-an",27700,Found,1904-01-01,-37,149.03333,"(-37.000000, 149.033330)"
Elkhart,10017,Valid,Stony,Ordinary,H5,573,Found,1936-01-01,37.01667,-101.88333,"(37.016670, -101.883330)"
Glasgow,10927,Valid,Iron,Achondrites,"Iron, IIIAB",20400,Found,1922-01-01,37.01667,-85.91667,"(37.016670, -85.916670)"
Coffeyville,51051,Valid,Stony,Ordinary,H5,35900,Found,2006-01-01,37.01667,-95.66667,"(37.016670, -95.666670)"
Edmonton (Kentucky),7771,Valid,Iron,Primitive Achondrites,"Iron, IAB-sLM",10200,Found,1942-01-01,37.03333,-85.63333,"(37.033330, -85.633330)"
Caldwell,5197,Valid,Stony,Ordinary,L-imp melt,12900,Found,1961-01-01,37.03333,-97.625,"(37.033330, -97.625000)"
Kushiike,12381,Valid,Stony,Ordinary,OC,4460,Fell,1920-01-01,37.05,138.38333,"(37.050000, 138.383330)"
Billings,5047,Valid,Iron,Achondrites,"Iron, IIIAB",24500,Found,1903-01-01,37.06667,-93.55,"(37.066670, -93.550000)"
Hardtner,11827,Valid,Stony,Ordinary,L6,13000,Found,1972-01-01,37.06667,-98.66167,"(37.066670, -98.661670)"
Anthony,2310,Valid,Stony,Ordinary,H5,20000,Found,1919-01-01,37.08333,-98.05,"(37.083330, -98.050000)"
Guangrao,11437,Valid,Stony,Ordinary,L6,1900,Fell,1980-01-01,37.1,118.4,"(37.100000, 118.400000)"
Mesa Verde Park,15494,Valid,Iron,Primitive Achondrites,"Iron, IAB-ung",3500,Found,1922-01-01,37.16667,-108.5,"(37.166670, -108.500000)"
Hugoton,11984,Valid,Stony,Ordinary,H5,350000,Found,1927-01-01,37.2,-101.35,"(37.200000, -101.350000)"
Bonnie Claire 001,5105,Valid,Stony,Ordinary,H5,23.03,Found,1998-01-01,37.21667,-117.08333,"(37.216670, -117.083330)"
Bonnie Claire 002,5106,Valid,Stony,Ordinary,H5,80.8,Found,1998-01-01,37.21667,-117.08333,"(37.216670, -117.083330)"
Keen Mountain,12271,Valid,Iron,Achondrites,"Iron, IIAB",6690,Found,1950-01-01,37.21667,-82,"(37.216670, -82.000000)"
Attica,4890,Valid,Stony,Ordinary,H4,5622,Found,1996-01-01,37.25,-98.13333,"(37.250000, -98.133330)"
Landreth Draw,12459,Valid,Stony,Ordinary,H5,,Found,1955-01-01,37.25,-98.13333,"(37.250000, -98.133330)"
Argonia,2331,Valid,Stony-Iron,Achondrites,"Pallasite, PMG-an",84,Found,1940-01-01,37.26667,-97.76667,"(37.266670, -97.766670)"
Coldwater (stone),5399,Valid,Stony,Ordinary,H5,16000,Found,1924-01-01,37.26667,-99.33333,"(37.266670, -99.333330)"
Coldwater (iron),5398,Valid,Iron,Achondrites,Iron,18400,Found,1923-01-01,37.26667,-99.33333,"(37.266670, -99.333330)"
Gunlock,11453,Valid,Stony,Ordinary,L3.2,6800,Found,1982-01-01,37.28333,-113.78333,"(37.283330, -113.783330)"
Mayfield,15450,Valid,Stony,Ordinary,H4,38400,Found,1972-01-01,37.30833,-97.545,"(37.308330, -97.545000)"
Belle Plaine,5004,Valid,Stony,Ordinary,L6,78800,Found,1950-01-01,37.31667,-97.25,"(37.316670, -97.250000)"
La Colina,12395,Valid,Stony,Ordinary,H5,2000,Fell,1924-01-01,-37.33333,-61.53333,"(-37.333330, -61.533330)"
Cortez,5449,Valid,Stony,Ordinary,H6,715.6,Found,1940-01-01,37.35,-108.68333,"(37.350000, -108.683330)"
Didim,47350,Valid,Stony,Ordinary,H3-5,3396,Fell,2007-01-01,37.35172,27.32997,"(37.351720, 27.329970)"
Campbellsville,5245,Valid,Iron,Achondrites,"Iron, IIIAB",15400,Found,1929-01-01,37.36667,-85.36667,"(37.366670, -85.366670)"
Colomera,5404,Valid,Iron,Achondrites,"Iron, IIE",134000,Found,1912-01-01,37.43333,-3.65,"(37.433330, -3.650000)"
Goose Creek,10946,Valid,Stony,Ordinary,H5,2132.3,Found,1999-01-01,37.435,-98.31833,"(37.435000, -98.318330)"
Grant County,10958,Valid,Stony,Ordinary,L6,2300,Found,1936-01-01,37.46667,-101.43333,"(37.466670, -101.433330)"
Alamosa,450,Valid,Stony,Ordinary,L6,1800,Found,1937-01-01,37.46667,-105.86667,"(37.466670, -105.866670)"
Johnson City,12197,Valid,Stony,Ordinary,L6,10400,Found,1937-01-01,37.55,-101.68333,"(37.550000, -101.683330)"
Juarez,12205,Valid,Stony,Ordinary,L6,6100,Found,1938-01-01,-37.55,-60.15,"(-37.550000, -60.150000)"
Horse Creek,11910,Valid,Iron,Achondrites,"Iron, ungrouped",570,Found,1937-01-01,37.58333,-102.76667,"(37.583330, -102.766670)"
Haviland (b),11861,Valid,Stony,Ordinary,H5,2092,Found,1976-01-01,37.59667,-99.125,"(37.596670, -99.125000)"
Ourique,18052,Valid,Stony,Ordinary,H4,20000,Fell,1998-01-01,37.60833,-8.28,"(37.608330, -8.280000)"
Cullison,5495,Valid,Stony,Ordinary,H4,10000,Found,1911-01-01,37.61667,-98.91667,"(37.616670, -98.916670)"
Haviland (a),11860,Valid,Stony,Ordinary,H5,1035,Found,1937-01-01,37.61667,-99.1,"(37.616670, -99.100000)"
Burnwell,5175,Valid,Stony,Ordinary,H4-an,1504,Fell,1990-01-01,37.62194,-82.23722,"(37.621940, -82.237220)"
Lost Lake,14714,Valid,Stony,Ordinary,L6,11,Found,1931-01-01,37.65,-105.73333,"(37.650000, -105.733330)"
D'Orbigny,7714,Valid,Stony,Achondrites,Angrite,16550,Found,1979-01-01,-37.66667,-61.65,"(-37.666670, -61.650000)"
Leon,12764,Valid,Stony,Ordinary,H5,30000,Found,1943-01-01,37.66667,-96.76667,"(37.666670, -96.766670)"
Little Spring Creek,30743,Valid,Stony,Ordinary,H5,2950,Found,1937-01-01,37.68333,-105.7,"(37.683330, -105.700000)"
Dry Lake Valley,7734,Valid,Stony,Ordinary,L6,3.5,Found,2000-01-01,37.72683,-114.7865,"(37.726830, -114.786500)"
Lake Bonney,12436,Valid,Stony,Ordinary,L6,2750,Found,1961-01-01,-37.75,140.3,"(-37.750000, 140.300000)"
Ingalls,12033,Valid,Stony,Ordinary,H6,226,Found,1937-01-01,37.83333,-100.45,"(37.833330, -100.450000)"
Sharps,23525,Valid,Stony,Ordinary,H3.4,1265,Fell,1921-01-01,37.83333,-76.7,"(37.833330, -76.700000)"
Cimarron,5365,Valid,Stony,Carbonaceous,CM2,,Found,1948-01-01,37.85,-100.35,"(37.850000, -100.350000)"
Alkali,474,Valid,Stony,Ordinary,H6,30.47,Found,1998-01-01,37.86667,-117.4,"(37.866670, -117.400000)"
Haven,11858,Valid,Stony,Ordinary,H6,6100,Found,1950-01-01,37.96417,-97.75583,"(37.964170, -97.755830)"
Granada Creek,10954,Valid,Stony,Ordinary,H,479,Found,1975-01-01,37.96667,-102.33333,"(37.966670, -102.333330)"
Caroline,5279,Valid,Stony,Ordinary,H5,800,Found,1941-01-01,-37.98333,140.98333,"(-37.983330, 140.983330)"
Bishop Canyon,5058,Valid,Iron,Achondrites,"Iron, IVA",8600,Found,1912-01-01,38,-108.5,"(38.000000, -108.500000)"
Ibrisim,11994,Valid,Stony,Ordinary,OC,,Fell,1949-01-01,38,35,"(38.000000, 35.000000)"
Clark County,5373,Valid,Iron,Achondrites,"Iron, IIIF",11300,Found,1937-01-01,38,-84.16667,"(38.000000, -84.166670)"
Monte das Fortes,16725,Valid,Stony,Ordinary,L5,4885,Fell,1950-01-01,38.01667,-8.25,"(38.016670, -8.250000)"
Coolidge,5434,Valid,Stony,Carbonaceous,C4-ung,4500,Found,1937-01-01,38.03333,-101.98333,"(38.033330, -101.983330)"
Holly,11898,Valid,Stony,Ordinary,H4,299,Found,1937-01-01,38.06667,-102.1,"(38.066670, -102.100000)"
Lamont,12453,Valid,Stony-Iron,Achondrites,Mesosiderite,38690,Found,1940-01-01,38.07778,-96.02639,"(38.077780, -96.026390)"
Kalvesta,12237,Valid,Stony,Ordinary,H4,10000,Found,1968-01-01,38.08333,-100.25,"(38.083330, -100.250000)"
Hesston,11879,Valid,Stony,Ordinary,L6,12900,Found,1951-01-01,38.11667,-97.43333,"(38.116670, -97.433330)"
Nagai,16890,Valid,Stony,Ordinary,L6,1810,Fell,1922-01-01,38.12167,140.06167,"(38.121670, 140.061670)"
Patti,18118,Valid,Iron,Achondrites,Iron,12,Fell,1922-01-01,38.13333,14.96667,"(38.133330, 14.966670)"
Red Canyon Lake,53502,Valid,Stony,Ordinary,H5,18.41,Fell,2007-01-01,38.13742,-119.75812,"(38.137420, -119.758120)"
St. Mary's County,23091,Valid,Stony,Ordinary,LL3.3,24.3,Fell,1919-01-01,38.16667,-76.38333,"(38.166670, -76.383330)"
Canyonlands,5258,Valid,Stony,Ordinary,H6,1520,Found,1961-01-01,38.18333,-109.88333,"(38.183330, -109.883330)"
Messina,15495,Valid,Stony,Ordinary,L5,2405,Fell,1955-01-01,38.18333,15.56667,"(38.183330, 15.566670)"
Ojuelos Altos,17997,Valid,Stony,Ordinary,L6,5850,Fell,1926-01-01,38.18333,-5.4,"(38.183330, -5.400000)"
Larned,50998,Valid,Stony,Achondrites,Aubrite-an,28100,Found,1977-01-01,38.1995,-99.162,"(38.199500, -99.162000)"
Raoyang,22394,Valid,Stony,Ordinary,L6,4910,Fell,1919-01-01,38.2,115.7,"(38.200000, 115.700000)"
Tilden,23998,Valid,Stony,Ordinary,L6,74800,Fell,1927-01-01,38.2,-89.68333,"(38.200000, -89.683330)"
Burdett,5167,Valid,Stony,Ordinary,H5,8600,Found,1940-01-01,38.23333,-99.53333,"(38.233330, -99.533330)"
Bath Furnace,4975,Valid,Stony,Ordinary,L6,86000,Fell,1902-01-01,38.25,-83.75,"(38.250000, -83.750000)"
Louisville,14716,Valid,Stony,Ordinary,L6,1300,Fell,1977-01-01,38.25,-85.75,"(38.250000, -85.750000)"
Inman,12036,Valid,Stony,Ordinary,L/LL3.4,7250,Found,1966-01-01,38.25,-97.66667,"(38.250000, -97.666670)"
Garnett,10862,Valid,Stony,Ordinary,H4,4788,Found,1938-01-01,38.26667,-95.25,"(38.266670, -95.250000)"
Elyria,10030,Valid,Iron,Achondrites,"Iron, IIIAB",10900,Found,1971-01-01,38.28,-97.365,"(38.280000, -97.365000)"
Bruceville,5155,Valid,Stony,Ordinary,L6,83000,Found,1998-01-01,38.295,-121.405,"(38.295000, -121.405000)"
Sedik?y,23473,Valid,Stony,Ordinary,L6,240,Fell,1917-01-01,38.3,27.13333,"(38.300000, 27.133330)"
Bison,5061,Valid,Stony,Ordinary,LL6,11000,Found,1958-01-01,38.30667,-99.71,"(38.306670, -99.710000)"
Harrison Township,11843,Valid,Stony,Ordinary,L6,3263,Found,1945-01-01,38.33333,-101.71167,"(38.333330, -101.711670)"
Horace,11908,Valid,Stony,Ordinary,H5,19700,Found,1940-01-01,38.35,-101.78333,"(38.350000, -101.783330)"
Tomiya,24024,Valid,Stony,Ordinary,H4/5,27.5,Fell,1984-01-01,38.36667,140.86556,"(38.366670, 140.865560)"
Marion (Kansas),15425,Valid,Stony,Ordinary,L5,2890,Found,1955-01-01,38.36667,-97.03333,"(38.366670, -97.033330)"
Little River (a),14665,Valid,Stony,Ordinary,H6,4400,Found,1967-01-01,38.38333,-98.01667,"(38.383330, -98.016670)"
Kramer Creek,12354,Valid,Stony,Ordinary,L4,2300,Found,1966-01-01,38.3925,-104.17667,"(38.392500, -104.176670)"
Great Bend,11180,Valid,Stony,Ordinary,H6,28770,Found,1983-01-01,38.395,-98.91583,"(38.395000, -98.915830)"
Lunar Dry Lake,30749,Valid,Stony,Ordinary,L5,32.5,Found,2003-01-01,38.39918,-115.9967,"(38.399180, -115.996700)"
Little River (b),14666,Valid,Stony,Ordinary,H4/5,11700,Found,1965-01-01,38.44,-98.06667,"(38.440000, -98.066670)"
Cotopaxi,30451,Valid,Iron,Primitive Achondrites,"Iron, IAB-ung",243,Found,2000-01-01,38.46483,-105.7015,"(38.464830, -105.701500)"
Eads,7759,Valid,Stony,Ordinary,H4,4860,Found,1975-01-01,38.47,-102.82667,"(38.470000, -102.826670)"
Canon City,5253,Valid,Stony,Ordinary,H6,1400,Fell,1973-01-01,38.47028,-105.24139,"(38.470280, -105.241390)"
Beaver-Harrison,4987,Valid,Stony,Ordinary,L6,925,Found,1979-01-01,38.48417,-113.13639,"(38.484170, -113.136390)"
Modoc (1905),16711,Valid,Stony,Ordinary,L6,35000,Fell,1905-01-01,38.5,-101.1,"(38.500000, -101.100000)"
Fremont Butte,10181,Valid,Stony,Ordinary,L4,6647,Found,1963-01-01,38.5,-105.5,"(38.500000, -105.500000)"
Caratash,5265,Valid,Stony,Ordinary,LL6,8,Fell,1902-01-01,38.5,27,"(38.500000, 27.000000)"
Archie,2329,Valid,Stony,Ordinary,H6,5070,Fell,1932-01-01,38.5,-94.3,"(38.500000, -94.300000)"
Elm Creek,10024,Valid,Stony,Ordinary,H4,7000,Found,1906-01-01,38.5,-96.2,"(38.500000, -96.200000)"
Melvern Lake,15477,Valid,Stony,Ordinary,H5,7746,Found,1950-01-01,38.525,-95.78056,"(38.525000, -95.780560)"
McCracken,15460,Valid,Stony,Ordinary,H4/5,1530,Found,1980-01-01,38.525,-99.81,"(38.525000, -99.810000)"
Beeler,4994,Valid,Stony,Ordinary,LL6,11620,Found,1924-01-01,38.53333,-100.21667,"(38.533330, -100.216670)"
Bakhardok,4923,Valid,Stony,Ordinary,L6,4120,Found,1978-01-01,38.6,58,"(38.600000, 58.000000)"
Ladder Creek,12410,Valid,Stony,Ordinary,L6,35100,Found,1937-01-01,38.61667,-101.63333,"(38.616670, -101.633330)"
Miller (Kansas),16646,Valid,Stony,Ordinary,H4,970,Found,1950-01-01,38.625,-96.02278,"(38.625000, -96.022780)"
