StateCodes,State,Region,Division,Coast,Great Lakes,TotalC2010,TotalC2011,TotalC2012,TotalC2013,TotalC2014,TotalP2010,TotalP2011,TotalP2012,TotalP2013,TotalP2014,TotalE2010,TotalE2011,TotalE2012,TotalE2013,TotalE2014,TotalPrice2010,TotalPrice2011,TotalPrice2012,TotalPrice2013,TotalPrice2014,TotalC10-11,TotalC11-12,TotalC12-13,TotalC13-14,TotalP10-11,TotalP11-12,TotalP12-13,TotalP13-14,TotalE10-11,TotalE11-12,TotalE12-13,TotalE13-14,TotalPrice10-11,TotalPrice11-12,TotalPrice12-13,TotalPrice13-14,BiomassC2010,BiomassC2011,BiomassC2012,BiomassC2013,BiomassC2014,CoalC2010,CoalC2011,CoalC2012,CoalC2013,CoalC2014,CoalP2010,CoalP2011,CoalP2012,CoalP2013,CoalP2014,CoalE2010,CoalE2011,CoalE2012,CoalE2013,CoalE2014,CoalPrice2010,CoalPrice2011,CoalPrice2012,CoalPrice2013,CoalPrice2014,ElecC2010,ElecC2011,ElecC2012,ElecC2013,ElecC2014,ElecE2010,ElecE2011,ElecE2012,ElecE2013,ElecE2014,ElecPrice2010,ElecPrice2011,ElecPrice2012,ElecPrice2013,ElecPrice2014,FossFuelC2010,FossFuelC2011,FossFuelC2012,FossFuelC2013,FossFuelC2014,GeoC2010,GeoC2011,GeoC2012,GeoC2013,GeoC2014,GeoP2010,GeoP2011,GeoP2012,GeoP2013,GeoP2014,HydroC2010,HydroC2011,HydroC2012,HydroC2013,HydroC2014,HydroP2010,HydroP2011,HydroP2012,HydroP2013,HydroP2014,NatGasC2010,NatGasC2011,NatGasC2012,NatGasC2013,NatGasC2014,NatGasE2010,NatGasE2011,NatGasE2012,NatGasE2013,NatGasE2014,NatGasPrice2010,NatGasPrice2011,NatGasPrice2012,NatGasPrice2013,NatGasPrice2014,LPGC2010,LPGC2011,LPGC2012,LPGC2013,LPGC2014,LPGE2010,LPGE2011,LPGE2012,LPGE2013,LPGE2014,LPGPrice2010,LPGPrice2011,LPGPrice2012,LPGPrice2013,LPGPrice2014,GDP2010Q1,GDP2010Q2,GDP2010Q3,GDP2010Q4,GDP2010,GDP2011Q1,GDP2011Q2,GDP2011Q3,GDP2011Q4,GDP2011,GDP2012Q1,GDP2012Q2,GDP2012Q3,GDP2012Q4,GDP2012,GDP2013Q1,GDP2013Q2,GDP2013Q3,GDP2013Q4,GDP2013,GDP2014Q1,GDP2014Q2,GDP2014Q3,GDP2014Q4,GDP2014,CENSUS2010POP,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,RBIRTH2011,RBIRTH2012,RBIRTH2013,RBIRTH2014,RDEATH2011,RDEATH2012,RDEATH2013,RDEATH2014,RNATURALINC2011,RNATURALINC2012,RNATURALINC2013,RNATURALINC2014,RINTERNATIONALMIG2011,RINTERNATIONALMIG2012,RINTERNATIONALMIG2013,RINTERNATIONALMIG2014,RDOMESTICMIG2011,RDOMESTICMIG2012,RDOMESTICMIG2013,RDOMESTICMIG2014,RNETMIG2011,RNETMIG2012,RNETMIG2013,RNETMIG2014
TX,Texas,3,7,1,0,11687521,11906249,11931169,12660976,12899498,11412134,12571450,14180982,15688922,17597105,135014.3,163261.8,152010.2,158213.9,162555.8,17.36,20.55,19.1,19.08,19.05,101.8714662,100.2093019,106.1168105,101.8839148,110.1586259,112.8030736,110.6335372,112.1626138,120.9218579,93.108247,104.0811077,102.7443227,118.375576,92.94403893,99.89528796,99.8427673,179840,205461,200181,197910,214603,1568060,1695239,1498818,1597357,1585961,538258,605290,578697,564850,576803,2936.9,3212.5,2865.1,3189.5,3213.9,1.87,1.9,1.91,2,2.03,1223057,1283134,1245735,1292524,1329553,32698.3,33064.8,30604.4,32034.7,33991.3,27.69,26.64,25.33,25.67,26.49,10741110,10979933,11054960,11616497,11752655,2316,2488,2478,2478,2478,0,0,0,0,0,12310,5471,5562,4580,3670,1262,563,584,480,386,3689583,3800578,3964121,4143328,4219128,15761.4,14900.1,11266.1,14021.6,16884,5.18,4.73,3.52,4.46,5.22,1425319,1452532,1555977,1650880,1598099,24548.5,30956.3,23014.5,23641.4,24824.5,17.23,21.32,14.8,14.33,15.54,1230860,1235456,1256946,1282714,1251494,1315941,1346796,1358712,1382744,1351048.25,1422860,1424916,1440617,1474883,1440819,1496757,1513947,1543725,1554205,1527158.5,1570690,1600010,1624828,1612379,1601976.75,25145561,25245717,25657477,26094422,26505637,26956958,14.99890164,14.61229471,14.64625734,14.46940613,6.602925545,6.532359325,6.725657855,6.673637896,8.395976095,8.079935386,7.920599481,7.795768238,3.097330199,3.09318118,3.201213139,3.166213686,4.577944559,5.630981773,4.428284006,5.778507385,7.675274758,8.724162953,7.629497146,8.944721071
UT,Utah,4,8,0,0,756012,794058,790154,831668,797995,1073063,1128821,1118599,1122868,1170681,8387.3,10486,10604.7,11068.3,10755.3,16.89,20.04,20.96,20.52,20.71,105.0324598,99.50834826,105.2539125,95.95114878,105.1961534,99.09445342,100.3816381,104.258114,125.0223552,101.1319855,104.3716465,97.17210412,118.6500888,104.5908184,97.90076336,100.9259259,7712,9209,9560,10581,10562,356148,346181,322055,355230,344054,445692,453869,387129,385736,410997,608.3,622.7,629.5,727.6,726.3,1.71,1.8,1.95,2.05,2.11,95686,98467,101416,103977,102507,1925.4,2032.3,2303.4,2462,2487,20.45,20.98,23.1,23.97,24.57,847682,858627,829676,897843,875384,3449,4027,3993,3851,5769,277,330,335,319,522,6785,11952,7116,4818,6018,696,1230,748,505,633,229078,230672,232630,258909,252691,1184.8,1216.2,1063.6,1264.7,1348.3,6.25,6.5,5.86,6.29,6.81,4050,4911,4285,5084,4575,91.9,124.4,98.9,121,117,23.18,25.41,23.45,23.81,25.58,117276,117192,119459,122221,119037,123082,125114,126202,127588,125496.5,128307,128766,128594,130382,129012.25,132530,134108,136396,136655,134922.25,138263,139631,141451,142915,140565,2763885,2774346,2815324,2855194,2902787,2942902,18.57784091,17.79237805,17.99450189,17.60168904,5.370621164,5.456291647,5.345623753,5.236679543,13.20721975,12.3360864,12.64887814,12.3650095,1.748582653,1.790665333,1.888856528,1.869753933,-0.328820843,-0.030685027,1.920812174,-0.422533597,1.419761811,1.759980305,3.809668702,1.447220336
VT,Vermont,1,1,0,0,153697,150475,130412,137527,139897,80143,80677,77979,84188,85874,2783.6,3223.2,3227.9,3325.3,3274.9,23.75,27.86,29.2,28.29,27.6,97.90366761,86.66688819,105.4557863,101.723298,100.666309,96.65580029,107.9624001,102.0026607,115.7924989,100.1458178,103.0174417,98.48434728,117.3052632,104.8097631,96.88356164,97.56097561,19041,17194,16070,20794,20279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19090,18937,18803,19065,19004,740.8,765.9,783.6,816.6,811.5,38.81,40.44,41.68,42.83,42.7,90299,88836,84141,89119,90377,28,27,29,29,29,0,0,0,0,0,13140,13843,10555,12269,11177,1347,1425,1109,1286,1175,8502,8679,8290,9746,10848,97.3,98.9,91.8,101.6,112.8,11.47,11.46,11.23,10.52,10.52,9018,8271,9153,10391,10103,247.9,246.6,279.9,310,327.3,27.49,29.81,30.58,29.84,32.39,25715,26321,26729,26861,26406.5,26974,27413,27582,28289,27564.5,27949,28493,28282,27860,28146,28399,28512,28547,28985,28610.75,28909,29347,29983,30408,29661.75,625741,625792,626450,626138,626855,626562,9.664266172,9.727061093,9.541952748,9.58340281,8.677236509,8.711563579,8.426224249,8.357952701,0.987029664,1.015497514,1.1157285,1.22545011,1.007792424,1.087348753,1.150844418,1.14726384,-0.752250763,-2.604208247,-1.09817054,-2.471643515,0.255541661,-1.516859494,0.052673878,-1.324379676
VA,Virginia,3,5,1,0,2483360,2380922,2343908,2414477,2430205,1096973,1085234,1045095,1023009,979780,29847.2,33423.7,34366.7,34350.5,33979.6,19.12,22.25,22.69,22.04,21.66,95.87502416,98.44539216,103.010741,100.651404,98.92987339,96.30135068,97.8866993,95.77432848,111.9826985,102.8213513,99.95286135,98.92024861,116.3702929,101.9775281,97.1353019,98.27586207,119506,116144,118265,132138,150362,346161,288348,222270,290508,278183,564326,562805,493398,456766,393225,1222.3,1128.1,899,1051.9,961.6,3.53,3.91,4.04,3.62,3.46,388307,376099,367796,377066,382480,9893.7,9747.7,9779.5,9896.8,10284.3,25.48,25.92,26.59,26.25,26.89,1535604,1431388,1432460,1512226,1500290,1569,1764,1701,1701,1701,0,0,0,0,0,14636,11760,9933,11961,9084,1500,1210,1044,1254,955,385931,383527,424050,435247,437322,2996.1,2774.2,2426.8,2798.4,3280,8.11,7.67,5.98,6.7,7.77,21572,20844,18335,22539,21423,594.3,553.7,433.4,529.4,541.8,27.55,26.56,23.64,23.49,25.29,415453,422768,426396,429406,423505.75,424412,429933,434915,438585,431961.25,440943,444655,447075,445437,444527.5,449359,448981,452332,456838,451877.5,454862,461247,465027,467836,462243,8001024,8025376,8110188,8193422,8270345,8326289,12.68564272,12.60775988,12.53564874,12.48409768,7.491774071,7.384867523,7.52962551,7.529840087,5.193868649,5.222892353,5.006023227,4.954257592,3.643504497,4.399884443,4.195151693,4.098421403,1.331716697,0.603915329,0.304183119,-2.458329804,4.975221195,5.003799772,4.499334812,1.640091599
WA,Washington,4,9,1,0,2031428,2059630,2037127,2036309,2011941,907957,1101186,1108998,1003330,1027404,22762.2,27091.6,27632.5,26597.1,25804.2,18.33,21.54,21.79,21.51,21.11,101.3882845,98.90742512,99.95984541,98.80332504,121.2817347,100.7094169,90.47175919,102.39941,119.0201299,101.9965598,96.252963,97.01884792,117.512275,101.1606314,98.71500688,98.14039981,115340,114621,112884,119013,121119,94934,56951,42656,74955,76547,0,0,0,0,0,220.2,133.1,89.1,154.9,200.3,2.32,2.34,2.09,2.07,2.62,308376,319789,315052,316916,314384,5959.3,6294.2,6349.4,6521.4,6494.1,19.63,20.01,20.49,20.94,21.04,1115899,1042446,1049562,1113069,1092335,1013,1262,1136,1136,1136,0,0,0,0,0,666221,892101,851343,745678,755695,68288,91818,89464,78155,79463,294871,272261,271947,327840,319784,2484.4,2484.3,2260.5,2267.9,2157.9,8.97,9.77,9,8.02,7.83,15836,16604,16186,16138,14874,388.9,472.2,410.8,411.9,393.4,25.2,28.83,25.83,26.04,27.24,356513,361567,365000,365374,362113.5,366947,368903,372679,380618,372286.75,385283,390135,394757,390438,390153.25,397903,399366,405380,408507,402789,413350,420882,425047,431787,422766.5,6724540,6741911,6822112,6896325,6973742,7061530,12.78293321,12.64269392,12.67073908,12.53912286,7.347820038,7.206651895,7.387130863,7.446524727,5.435113167,5.436042021,5.283608219,5.092598134,2.969915342,3.408114204,3.455210418,3.396157908,3.446470122,1.962176887,2.250746157,3.998924994,6.416385463,5.370291091,5.705956575,7.395082903
WV,West Virginia,3,5,0,0,738821,726341,720985,743612,752942,3699729,3820203,3720223,3809750,4154063,7925.9,9023.6,8945.3,8940.3,8756.3,17.26,20.23,21.13,20.48,19.97,98.31082224,99.26260531,103.1383455,101.2546866,103.2562926,97.38286159,102.4064955,109.0376796,113.8495313,99.13227537,99.94410473,97.94190352,117.207416,104.4488384,96.92380502,97.50976563,25598,25409,24257,30008,30091,848129,822645,756716,771188,816460,3346117,3321102,3059090,2874653,2858022,2256.3,2227.1,2062.2,2021.9,2030.8,2.66,2.71,2.73,2.62,2.49,109293,106587,105148,107136,111559,2360.2,2430.5,2482,2483.3,2499.5,21.89,23.16,23.91,23.2,22.44,1165405,1138906,1083056,1113141,1163308,31,30,32,32,32,0,0,0,0,0,13340,14118,13622,16590,11811,1367,1453,1431,1739,1242,121780,124935,140133,153875,161661,700.3,624.5,542.5,595.8,678.4,8.42,7.87,7.2,6.95,7.38,4636,4323,4030,5866,4009,126.5,121.2,123.3,181.3,134.7,27.3,28.04,30.6,30.91,33.6,65013,65889,68108,68834,66961,68242,71133,71745,72445,70891.25,71383,71592,70676,70008,70914.75,71715,72647,73113,73575,72762.5,72529,74587,75365,75250,74432.75,1852994,1854176,1854982,1856313,1853595,1850326,11.03646704,11.14274128,11.15175902,11.05099164,11.81292358,11.58894672,11.66875297,11.73621144,-0.776456544,-0.446205435,-0.516993952,-0.685219798,0.557538935,0.609490757,0.631282501,0.628523125,0.586116849,0.562067957,-1.252861257,-1.484372912,1.143655784,1.171558715,-0.621578756,-0.855849787
WI,Wisconsin,2,3,0,1,1791199,1778018,1721543,1813458,1868867,329441,312552,333635,310413,298603,21593.9,24577.7,24139.9,24929.5,26448.1,18.48,20.97,21.41,20.43,20.74,99.2641242,96.82371045,105.3391057,103.0554333,94.87343713,106.7454376,93.03969907,96.1953913,113.8177911,98.21871046,103.2709332,106.0915783,113.474026,102.0982356,95.42269967,101.5173764,137892,136188,133110,134199,136809,458442,447370,373281,454554,417096,0,0,0,0,0,1026.9,1169.2,937.8,1108.9,1018.7,2.24,2.61,2.51,2.44,2.44,234583,234103,234814,235851,237116,6669.2,6943.9,7015.7,7256,7335.7,28.76,30.01,30.25,30.82,30.99,1361165,1359984,1283286,1418732,1437711,592,574,615,615,615,0,0,0,0,0,20603,20859,14486,18880,23507,2112,2147,1522,1979,2472,376627,399247,410305,453608,477923,3061.9,3028,2563,3011.4,3981.2,8.4,7.82,6.42,6.7,8.42,32179,32051,27669,36388,36344,647.4,734.9,573.3,814.5,928,20.22,22.99,20.77,22.39,25.58,247457,251607,255956,260184,253801,258653,261389,266145,268352,263634.75,270785,274923,274986,274825,273879.75,278337,279206,282486,286168,281549.25,284780,292386,296705,299494,293341.25,5686986,5689268,5708785,5724888,5742953,5757564,11.89308385,11.83206831,11.65555051,11.60556521,8.506540547,8.376660763,8.303393812,8.278236535,3.386543298,3.455407549,3.352156696,3.327328676,1.036492812,1.034663139,1.129419217,1.139079226,-1.094923844,-1.653886726,-1.369743442,-1.727052792,-0.058431032,-0.619223586,-0.240324225,-0.587973567
WY,Wyoming,4,8,0,0,540122,556548,550182,539146,535612,10536570,10353148,9611304,9233869,9361755,4524.9,5498.9,5728.4,5532.1,5841.2,15.16,18.01,18.52,18.41,18.7,103.0411648,98.85616335,97.99411831,99.34451892,98.25918681,92.83460451,96.07300945,101.3849666,121.5253376,104.173562,96.57321416,105.58739,118.7994723,102.8317601,99.40604752,101.5752309,3330,3974,4165,4694,4566,484239,467671,490128,520699,489300,7658286,7591675,6973727,6760447,6880205,636.2,710.2,724.1,813,797.9,1.31,1.52,1.48,1.56,1.63,58391,59429,57906,58187,58461,1035,1118,1189.9,1254.7,1294.7,18.27,19.39,21.19,22.24,22.87,805265,797726,821266,839683,803967,598,670,663,663,663,0,0,0,0,0,9989,11890,8502,6782,8261,1024,1224,893,711,869,154759,161776,158546,155960,141763,371.8,413.7,380.6,377.5,456.1,5.92,6.35,5.61,5.58,6.66,5226,5481,4817,5113,5442,115,139.7,103.3,118.6,135,22.17,25.55,21.52,23.2,24.8,38857,38678,39329,39509,39093.25,40372,42169,41591,42180,41578,40566,40420,39419,39231,39909,40400,40248,40711,40467,40456.5,40234,40940,41175,41153,40875.5,563626,564358,567631,576893,583223,584153,13.19447451,12.99754308,13.08662237,13.06519922,7.855200006,7.65558433,7.585448352,7.728443963,5.339274498,5.341958753,5.501174021,5.336755253,0.685519029,0.959350787,0.858534836,0.83092337,-0.362194332,9.651173763,4.54782108,-4.577788133,0.323324697,10.61052455,5.406355916,-3.746864763
DC,District of Columbia,3,5,0,0,190529,183806,172963,175560,178929,95,271,277,323,360,2497.5,2453,2218.2,2229.1,2320.3,25.76,26.66,25.5,24.63,24.96,96.4714033,94.10084546,101.5014772,101.9190021,285.2631579,102.2140221,116.6064982,111.4551084,98.21821822,90.42804729,100.4913894,104.0913373,103.4937888,95.64891223,96.58823529,101.3398295,1027,1028,819,855,920,71,48,77,4,48,0,0,0,0,0,0.2,0.2,0.2,0,0.1,2.63,3.26,3.08,3.15,3,40524,39450,38415,37824,38193,1586,1480.5,1334.7,1314,1355.9,39.14,37.53,34.74,34.74,35.5,58155,55887,49025,53357,55217,6,59,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33717,33389,29389,34315,35316,415.8,377.2,316.3,375.1,411.3,12.41,11.91,11.18,11.43,12.11,21,18,27,25,24,0.6,0.5,0.7,0.7,0.8,28.26,29.64,27.11,28.24,32.28,101891,103826,104362,106100,104044.75,106695,107784,108895,108742,108029,109043,110318,109987,109692,109760,110783,111236,111672,113575,111816.5,116114,115837,116710,117496,116539.25,601723,605210,620427,635040,649111,658893,15.00607439,14.71006406,14.94372547,14.75071942,7.628686144,7.233961546,7.858888869,7.993859346,7.377388248,7.476102518,7.084836596,6.756860071,5.47307237,5.589951787,5.871583638,5.749217892,11.33288241,10.00583847,9.777666334,1.793572497,16.80595478,15.59579025,15.64924997,7.542790389
US,United States,,,,,97446021,96827465,94411432,97141368,98385210,74593106,77778786,79032062,81604540,87228228,1212094.3,1393001.3,1356103.6,1378359.7,1394974,18.92,21.88,21.85,21.45,21.33,99.36523216,97.5048061,102.8915312,101.2804452,104.2707432,101.611334,103.2549802,106.8913911,114.9251589,97.3512085,101.6411799,101.2053675,115.6448203,99.86288848,98.16933638,99.44055944,4235786,4290667,4249844,4464695,4611638,20828382,19663856,17380923,18038771,17996577,21831301,22057248,20585319,19901802,20170837,50473.7,50440.5,45245.1,45516.6,45118.9,2.42,2.57,2.6,2.52,2.51,12811519,12794475,12606145,12709249,12845157,365912.7,368009.4,360862.9,372069.5,389871.5,28.92,29.12,28.98,29.64,30.74,80891321,79487114,77530807,79551830,80425776,207979,212311,211592,214006,214490,15219,15316,15562,15775,15877,2538541,3102852,2628702,2562382,2466577,260203,319355,276240,268565,259367,24633507,25014983,26138351,26858134,27513198,161302.8,155943.5,132829.6,151611.5,174018.8,7.37,7.03,5.74,6.44,7.2,2820984,2838955,2911810,3166737,3090053,54706.5,65197.2,50772,55075,58652.3,19.45,23,17.47,17.42,19.03,14579022,14784606,14952364,15123098,14859772.5,15128729,15349071,15474065,15672136,15406000.25,15859934,16007959,16113944,16183122,16041239.75,16326315,16412452,16613305,16843109,16548795.25,16869739,17155192,17406986,17500643,17233140,308745538,309347057,311721632,314112078,316497531,318857056,12.79563781,12.58154023,12.54382408,12.45785293,8.090866742,7.994235402,8.146488615,8.165506484,4.704771069,4.587304829,4.397335468,4.292346441,2.941967664,3.051932118,3.168210524,3.135080852,,,,,2.941967664,3.051932118,3.168210524,3.135080852
